Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,
Construction of proposed Additional Modification (Ground plus Extension) of Existing Hexagonal Structure of Odisha Adarsha Vidyalaya at Gumma at Chandrapada under Boipariguda Block in Koraput District .,Boipariguda,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"57,00,000",Civil Works - Buildings,NA,764043,SE RANDB 04/2022-23,2022_EICCL_82694_1,National Competitive Bid,Works,Nil,Nil,"5,083,684",11-Feb-2023,"INR 5,083,684",
Repair and Renovation of Collectorate Building at Sundargarh for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,O/o the SE Sundargarh R and B Division,Repair and Renovation of Collectorate Building at Sundargarh for the year 2022-23,"71,84,261",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-28 OF 2022-23,2022_EICCL_82634_4,Open Tender,Works,Nil,Nil,"6,466,553.10",21-Jan-2023,"INR 6,466,553.1",
Repair and Renovation of Circuit House at Sundargarh for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,O/o the SE Sundargarh R and B Division,Repair and Renovation of Circuit House at Sundargarh for the year 2022-23,"79,57,724",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-28 OF 2022-23,2022_EICCL_82634_3,Open Tender,Works,Nil,Nil,"6,764,861.50",21-Jan-2023,"INR 6,764,861.5",
"Construction of Residential Govt. Quarter for 2nd Additional District Magistrate, Sundargarh for the year 2022-23 (C Type)",Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,O/o the SE Sundargarh R and B Division,"Construction of Residential Govt. Quarter for 2nd Additional District Magistrate, Sundargarh for the year 2022-23 (C Type)","83,88,934",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-28 OF 2022-23,2022_EICCL_82634_2,Open Tender,Works,Nil,Nil,"7,131,432.84",25-Jan-2023,"INR 7,131,432.84",
Renovation to PWD IB under Works Department at Sundargarh for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,"O/o the SE R and B Division, Sundargarh",Renovation to PWD IB under Works Department at Sundargarh for the year 2022-23,"54,58,825",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-28 OF 2022-23,2022_EICCL_82634_1,Open Tender,Works,Nil,Nil,"4,640,547.04",13-Feb-2023,"INR 4,640,547.04",
Improvement to bypassed portion of NH-6 (New NH-49) passing through the Keonjhar Township from Starting of new Keonjhar Bypass section of NH-6 to end of new Keonjhar Bypass section of NH-6 i.e. upto Maligaon Flyover,Keonjhar,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,Improvement to bypassed portion of NH-6 (New NH-49) passing through the Keonjhar Township from Starting of new Keonjhar Bypass section of NH-6 to end of new Keonjhar Bypass section of NH-6 i.e. upto Maligaon Flyover,"9,99,93,000",Civil Works - Roads,NA,758001,"C.C.E.K.C., Keonjhar No. 22/ 2022-23",2022_EICCL_82575_1,Open Tender,Works,Nil,Nil,"89,443,815",15-Apr-2023,"INR 89,443,815",
Improvement to road from Basanti Colony Tempo stand (FL Block) to Ring road via Malgodown from 1/220 to 2/370 km (Balance Work) such as upgradation of existing single lane and intermediate lane to four lane,Rourkela,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,Improvement to road from Basanti Colony Tempo stand (FL Block) to Ring road via Malgodown from 1/220 to 2/370 km (Balance Work) such as upgradation of existing single lane and intermediate lane to four lane,"2,27,73,000",Civil Works - Roads,NA,769012,"C.C.E.K.C., Keonjhar No. 23/ 2022-23",2022_EICCL_82487_1,Open Tender,Works,Nil,Nil,"20,497,953",06-Mar-2023,"INR 20,497,953",
Improvement to Ramchandi Temple Road under State Plan,Ramchandi,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,O/o S.E. Ganjam RandB Division No.II Berhampur,Road work,"83,16,598",Civil Works - Roads,NA,760006,SC RandB GM-II-30/2022-23,2022_EICCL_82425_4,Open Tender,Works,Nil,Nil,"7,069,904",22-Dec-2022,"INR 7,069,904",
S/R to Surugua - Balichuan - Hemgir - Kanika - Belpahar Road (MDR-29) from 0/200 km to 08/100 km for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,S/R to Surugua - Balichuan - Hemgir - Kanika - Belpahar Road (MDR-29) from 0/200 km to 08/100 km for the year 2022-23,"1,54,09,000",Civil Works - Roads,NA,770001,"C.C.E.K.C., Keonjhar No. 21/ 2022-23",2022_EICCL_82424_3,Open Tender,Works,Nil,Nil,"13,099,520",20-Jan-2023,"INR 13,099,520",
S/R to Sundargarh - Lephraipada Road (MDR-27) from 4/950 km to 20/700 km for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,S/R to Sundargarh - Lephraipada Road (MDR-27) from 4/950 km to 20/700 km for the year 2022-23,"4,18,39,000",Civil Works - Roads,NA,770001,"C.C.E.K.C., Keonjhar No. 21/ 2022-23",2022_EICCL_82424_2,Open Tender,Works,Nil,Nil,"35,567,466",20-Jan-2023,"INR 37,659,423.94",
S/R to Sundargarh - Lephraipada Road (MDR-27) from 2/300 km to 4/900 km for the year 2022-23.,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,S/R to Sundargarh - Lephraipada Road (MDR-27) from 2/300 km to 4/900 km for the year 2022-23.,"4,09,64,000",Civil Works - Roads,NA,770001,"C.C.E.K.C., Keonjhar No. 21/ 2022-23",2022_EICCL_82424_1,Open Tender,Works,Nil,Nil,"34,823,539",20-Jan-2023,"INR 34,823,539",
Improvement to Subdega - Lanjiberna road from 25/000 km to 57/800 km in the District of Sundargarh under Plan Scheme,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,Improvement to Subdega - Lanjiberna road from 25/000 km to 57/800 km in the District of Sundargarh under Plan Scheme,"6,43,27,000",Civil Works - Roads,NA,770001,"C.C.E.K.C., Keonjhar No. 20/ 2022-23",2022_EICCL_82197_2,Open Tender,Works,Nil,Nil,"54,684,407",06-Mar-2023,"INR 54,684,407",
"Improvement such as widening and strengthening of Banadurga Mandir to Sankar Bye-pass via R.W office, Sport Hostel, Central School (ODR) road from 0/000 km to 3/464 km in the District of Sundargarh under State Plan for the year 2022-23",Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,"Improvement such as widening and strengthening of Banadurga Mandir to Sankar Bye-pass via R.W office, Sport Hostel, Central School (ODR) road from 0/000 km to 3/464 km in the District of Sundargarh under State Plan for the year 2022-23","4,41,89,000",Civil Works - Roads,NA,770001,"C.C.E.K.C., Keonjhar No. 20/ 2022-23",2022_EICCL_82197_1,Open Tender,Works,Nil,Nil,"37,565,040",09-Feb-2023,"INR 37,565,040",
"Repair and renovation of Board of Revenue Office building, Cuttack for the year 2022-23 (Inside painting works and Video conference hall at 1st floor)",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Building work,"48,77,332",Civil Works - Buildings,NA,753001,SE CTC (RandB)-29 of 2022-23,2022_EICCL_82153_1,National Competitive Bid,Works,Nil,Nil,"4,146,220",21-Jan-2023,"INR 4,146,220",
Development of Temporary Internal road (Mahanadi River front road) Approach from Ring road near Gadagadia Temple side,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road work,"26,44,983",Civil Works - Roads,NA,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_6,National Competitive Bid,Works,Nil,Nil,"2,248,500",25-Dec-2022,"INR 2,248,500",
Development of Temporary Internal road (Mahanadi River front road) Approach from Ring road near DCP Office side,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road work,"41,43,908",Civil Works - Roads,NA,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_5,National Competitive Bid,Works,Nil,Nil,"3,522,736",25-Dec-2022,"INR 3,522,736",
Development of Temporary Internal road (Mahanadi River front road) Judges Bungalow side,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road work,"38,06,851",Civil Works - Roads,NA,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_4,National Competitive Bid,Works,Nil,Nil,"3,236,204",25-Dec-2022,"INR 3,236,204",
Development of Temporary Internal road (Mahanadi River front road) Deer Park side,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road work,"24,88,536",Civil Works - Roads,NA,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_3,National Competitive Bid,Works,Nil,Nil,"2,115,504",25-Dec-2022,"INR 2,115,504",
Development of Temporary Internal road (Mahanadi River front road) portion from Mundasahi to Boating Club,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road work,"41,85,686",Civil Works - Roads,NA,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_2,National Competitive Bid,Works,Nil,Nil,"3,558,251",25-Dec-2022,"INR 3,558,251",
Development of Temporary Internal road (Mahanadi River front road) portion from Cantonment Police Station to Gadagadia ghat side,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road work,"41,26,844",Civil Works - Roads,NA,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_1,National Competitive Bid,Works,Nil,Nil,"3,508,230",25-Dec-2022,"INR 3,508,230",
Construction of Biju Pattanaik Womens College at Sonepur.,Sonepur,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,"O/o CCE, Balangir (R and B) Circle, Balangir",Building Work,"3,26,71,483",Civil Works - Buildings,NA,767017,CCE (R and B) BGR-09-2022-23,2022_EICCL_81915_2,National Competitive Bid,Works,Nil,Nil,"29,012,276.91",02-Feb-2023,"INR 28,685,562",
Construction of OPD Building at AH Kakatpur (PH Works),Kakatpur,EIC-CIVIL||SE PH (RnB) Circle BBSR||EE G.P.H Divn.-1 BBSR,Bhubaneswar,Construction of OPD Building at AH Kakatpur (PH Works),"9,95,809",Civil Works - Water Works,NA,752108,EEGPH1BBSR-6(2)/2022-23 Dt.19.09.2022,2022_EICCL_81752_1,National Competitive Bid,Works,Nil,Nil,"846,537",22-Nov-2022,"INR 846,537",
Sinking of 125mmx50mm dia Tube Well for D-Type Principal Quarter of SIPT (ITI) at Pattamundai,Pattamundai,EIC-CIVIL||SE PH (RnB) Circle BBSR||EE G.P.H Divn.-1 BBSR,Bhubaneswar,Sinking of 125mmx50mm dia Tube Well for D-Type Principal Quarter of SIPT (ITI) at Pattamundai,"7,15,026",Civil Works - Water Works,NA,754215,EEGPH1BBSR-6(1)/2022-23 Dt.19.09.2022,2022_EICCL_81751_1,National Competitive Bid,Works,Nil,Nil,"607,844",22-Nov-2022,"INR 607,844",
Construction of new CT Scan Room for D.H.H. Paralakhemundi in Gajapati District.,Paralakhemundi,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,Paralakhemundi,Construction of new CT Scan Room for D.H.H. Paralakhemundi in Gajapati District.,"17,88,713",Civil Works - Buildings,NA,761200,SE-PKD-RandB-DIVN-08/2022-23,2022_EICCL_81628_1,National Competitive Bid,Works,Nil,Nil,"1,761,882.60",21-Oct-2022,"INR 1,788,713.3",
Construction of Compound wall of Superintending Engineer(R AND B) Division Residence at Sundargarh for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,"O/o the SE R and B Dvn, Sundargarh",Civil work,"15,54,698",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-24 OF 2022-23,2022_EICCL_81534_6,Open Tender,Works,Nil,Nil,"1,321,648.46",07-Dec-2022,"INR 1,321,648.46",
"Construction of Eye Care Unit (Vision Centre) at CHC Rajgangpur under SUNETRA, Universal Eye Health Programme in Sundargarh District for the year 2022-23",Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,"O/o the SE R and B Dvn, Sundargarh",Civil Work including EI and PH,"11,20,590",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-24 OF 2022-23,2022_EICCL_81534_5,Open Tender,Works,Nil,Nil,"1,008,644",19-Dec-2022,"INR 1,008,644",
Construction of 200 seated Boys Hostel and its Boundary Wall at Budhakata OAV of Kutra Block in the District of Sundargarh( Transformer Installation and Power Supply),Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,"O/o the SE R and B Dvn, Sundargarh",Electrical Work,"12,70,017",Electrical Works,NA,770001,Bid Identification No-SE-RandB-SNG-24 OF 2022-23,2022_EICCL_81534_3,Open Tender,Works,Nil,Nil,"1,079,641.45",09-Dec-2022,"INR 1,079,641",
Construction of 200 seated Girls Hostel and its Boundary Wall at Budhakata OAV of Kutra Block in the District of Sundargarh( Transformer Installation and Power Supply),Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,"O/o the SE R and B Dvn, Sundargarh",Electrical Work,"6,68,326",Electrical Works,NA,770001,Bid Identification No-SE-RandB-SNG-24 OF 2022-23,2022_EICCL_81534_2,Open Tender,Works,Nil,Nil,"568,143.99",07-Dec-2022,"INR 568,143.99",
Construction of 200 seated Girls Hostel and its Boundary Wall at Talsara OAV of Balisankara Block in the District of Sundargarh( Transformer Installation and Power Supply),Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,"O/o the SE R and B Dvn, Sundargarh",Electrical Work,"14,01,077",Electrical Works,NA,770001,Bid Identification No-SE-RandB-SNG-24 OF 2022-23,2022_EICCL_81534_1,Open Tender,Works,Nil,Nil,"1,191,055.19",13-Feb-2023,"INR 1,191,055.19",
Construction of 08 Nos. E Type Quarters for Works Department at Sundargarh for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,Construction of 08 Nos. E Type Quarters for Works Department at Sundargarh for the year 2022-23,"1,99,52,136",Civil Works - Buildings,NA,770001,"C.C.E.K.C., Keonjhar No. 19 / 2022-23",2022_EICCL_81510_2,Open Tender,Works,Nil,Nil,"16,961,311",09-Feb-2023,"INR 16,961,311",
"Construction of 300 Seated Girls Hostel of Government Autonomous College, Rourkela for the year 2022-23",Rourkela,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,"Construction of 300 Seated Girls Hostel of Government Autonomous College, Rourkela for the year 2022-23","6,69,34,256",Civil Works - Buildings,NA,769012,"C.C.E.K.C., Keonjhar No. 19 / 2022-23",2022_EICCL_81510_1,Open Tender,Works,Nil,Nil,"60,247,524",17-Jan-2023,"INR 60,247,524",
Infrastructure Development of Baliyatra Utsav-2022 at Lower Baliyatra Ground in between Ring road and River Mahanadi (such as development of ground near ECO Retreat side),Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"39,15,345",Civil Works - Roads,NA,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_9,National Competitive Bid,Works,Nil,Nil,"3,328,435",02-Dec-2022,"INR 3,328,435",
Infrastructure Development of Baliyatra Utsav-2022 at Lower Baliyatra Ground in between Ring road and River Mahanadi (such as development of ground near Boating complex side)),Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"35,49,890",Civil Works - Roads,NA,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_8,National Competitive Bid,Works,Nil,Nil,"3,017,762",02-Dec-2022,"INR 3,017,762",
Infrastructure Development of Baliyatra Utsav-2022 at Lower Baliyatra Ground in between Ring road and River Mahanadi (such as development of ground at JICA and TANTIA workshop back side area)),Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"38,78,622",Civil Works - Roads,NA,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_7,National Competitive Bid,Works,Nil,Nil,"3,297,217",02-Dec-2022,"INR 3,297,217",
Infrastructure Development of Baliyatra Utsav-2022 at Lower Baliyatra Ground in between Ring road and River Mahanadi (such as development of ground near Mundasahi area)),Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"38,52,439",Civil Works - Roads,NA,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_6,National Competitive Bid,Works,Nil,Nil,"3,274,959",02-Dec-2022,"INR 3,274,959",
Infrastructure Development of Baliyatra Utsav-2022 at Lower Baliyatra Ground in between Ring road and River Mahanadi (such as development of ground in front of Justice Bungalow),Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"33,85,193",Civil Works - Roads,NA,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_5,National Competitive Bid,Works,Nil,Nil,"2,877,753",02-Dec-2022,"INR 2,877,753",
Infrastructure Development of Baliyatra Utsav-2022 at Lower Baliyatra Ground in between Ring road and River Mahanadi (such as development of ground in front of DCP office),Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"33,82,613",Civil Works - Roads,NA,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_4,National Competitive Bid,Works,Nil,Nil,"2,875,559",02-Dec-2022,"INR 2,875,559",
Infrastructure Development of Baliyatra Utsav-2022 at Lower Baliyatra Ground in between Ring road and River Mahanadi (such as development of ground near Cantonment Police Station front and ORMAS area),Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"42,04,031",Civil Works - Roads,NA,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_3,National Competitive Bid,Works,Nil,Nil,"3,573,847",02-Dec-2022,"INR 3,573,847",
"Repair and renovation of SAI Sports Hostel Building at Barabati Stadium, Cuttack",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Building works,"17,56,140",Civil Works - Buildings,NA,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_1,National Competitive Bid,Works,Nil,Nil,"1,492,895",25-Dec-2022,"INR 1,492,895",
"Construction of Academic Block of Govt. Womens Degree College, Keonjhar under World Bank Assistance (OHEPEE) Phase - II for the year 2022-23. (Composite)",Keonjhar,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,"O/o the Superintending Engineer,Keonjhar(RandB)Div","Construction of Academic Block of Govt. Womens Degree College, Keonjhar under World Bank Assistance (OHEPEE) Phase - II for the year 2022-23. (Composite)","48,78,047",Civil Works - Buildings,NA,758001,Bid Identification No PWDK- 15 / 2022-23.,2022_EICCL_81498_1,Open Tender,Works,Nil,Nil,"5,243,900",17-Nov-2022,"INR 5,243,900",
Construction of 2 Nos. of Class Rooms for college of Teachers Education at Balangir,Balangir,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BOLANGIR,"O/O S.E,Balangir (R and B) Division,Balangir",Building Work,"54,92,444",Civil Works - Buildings,NA,767001,BGR (R and B)-11 of 2022-23,2022_EICCL_81489_1,National Competitive Bid,Works,Nil,Nil,"4,669,127",17-Jan-2023,"INR 4,669,127",
Proposed Connecting Bridge for Acharya Harihar Regional Cancer Research Centre (AHRCC) at Cuttack for the year 2022-23,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road and Bridge,"25,43,598",Civil Works - Roads,NA,753001,SE CTC (RandB)-21 of 2022-23,2022_EICCL_81106_1,National Competitive Bid,Works,Nil,Nil,"2,162,313",21-Jan-2023,"INR 2,162,313",
Construction of R.I Office-Cum-Residence Building (Town-I) at Jeypore in the District of Koraput for the year 2022-23.,Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",CIVIL,"26,79,000",Civil Works - Buildings,NA,764001,SE RANDB 03/2022-23,2022_EICCL_80923_2,National Competitive Bid,Works,Nil,Nil,"2,276,846",09-Feb-2023,"INR 2,276,846",
"Construction of Post Mortem Center at DHH, Koraput at Jeypore in Koraput District under Supplementary NHM PIP.",Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"17,67,000",Civil Works - Buildings,NA,764001,SE RANDB 03/2022-23,2022_EICCL_80923_1,National Competitive Bid,Works,Nil,Nil,"1,502,041",11-Feb-2023,"INR 1,502,041",
S/R of Building at 11(O) BN NCC Colony Balangir (Such as Construction of 4 Nos of Suite) for the year 2022-23,Balangir,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BOLANGIR,"O/O S.E, Balangir (R and B) Division,Balangir",Building Work,"43,75,993",Civil Works - Buildings,NA,767001,BGR (R and B)-09 of 2022-23,2022_EICCL_80788_1,National Competitive Bid,Works,Nil,Nil,"3,720,032",17-Jan-2023,"INR 3,720,032",
